CustomerID,Region,TownSize,Gender,Age,JobCategory,UnionMember,EmploymentLength,Retired,LoanDefault,MaritalStatus,HouseholdSize,HomeOwner,CarsOwned,CarOwnership,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,HouseholdIncome,Education,InHeavyDebt,HasPets,TotalOverTenure,EquipmentOverTeunre,AvgPhoneBill,TotalAvgBill,LogAvgTotal,LogEmployment
6604-BOFYIN-ONY,1,2.0,Female,28,Labor,No,6,No,No,Married,3,0.0,2,Own,17400.0,22,No,No,Visa,4,8,2398.8,No,6,9.3,20.85,No,0,0.0,Yes,No,0.0,0.0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,19,Yes,Yes,No,No,No,20 to 39,0,0,0,41.7,0,3.475,6.95,2.0731719286662407,1.9459101490553132
7650-JRHPKQ-VI6,3,5.0,Female,21,Professional,No,0,No,No,Married,3,1.0,1,Own,18200.0,31,Yes,Yes,Othe,3,7,916.9,Yes,23,14.25,100.75,No,0,0.0,Yes,No,0.0,0.0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,19,Yes,Yes,Yes,No,No,40 to 79,1,0,1,201.5,0,4.380434782608695,8.76086956521739,2.278381491253159,0.0
6094-EPZMXC-DXH,2,2.0,Female,19,Sales,No,0,No,Yes,Unmarried,3,1.0,2,Own,5800.0,22,Yes,No,AMEX,2,7,1833.3000000000002,Yes,2,10.8,6.4,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,0,Yes,No,No,No,No,0 to 20,1,0,0,12.8,0,3.2,6.4,2.0014800002101243,0.0
3792-OVVOIC-8JN,1,1.0,Female,38,Professional,No,6,No,Yes,Married,4,0.0,2,Own,25500.0,23,No,No,Visa,20,18,7355.5,Yes,63,29.549999999999997,584.35,Yes,1,3367.9,Yes,Yes,42.5,2662.55,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,No,Yes,Yes,40 to 79,1,1,0,4536.6,1,9.275396825396825,72.00952380952381,4.290589895782977,1.9459101490553132
8438-AHNURO-0GW,5,3.0,Female,23,Professional,Yes,2,No,Yes,Unmarried,1,1.0,2,Own,7800.0,25,Yes,Yes,Mast,6,9,1027.9,Yes,13,15.0,65.65,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,20,Yes,No,Yes,No,No,20 to 39,1,0,0,131.3,0,5.050000000000001,10.100000000000001,2.4069451083182885,1.0986122886681098
6517-NLNRJI-AFM,2,3.0,Male,72,Sales,No,22,No,Yes,Unmarried,1,0.0,5,Own,71100.0,27,Yes,Yes,Mast,35,6,2410.8,No,67,108.44999999999999,2418.05,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,Yes,No,23,No,No,Yes,No,Yes,80 to 200,1,1,1,4836.1,0,36.09029850746269,72.18059701492538,4.292930317728395,3.1354942159291497
6502-SRXLSL-ZSM,3,4.0,Male,48,Labor,No,20,No,No,Married,2,0.0,3,Own,60900.0,21,No,Yes,Disc,30,11,3843.7,No,65,102.0,2115.3,No,0,0.0,Yes,Yes,36.85,2509.7,Yes,No,No,No,Yes,Yes,No,Yes,No,19,Yes,No,No,No,Yes,80 to 200,1,0,1,4230.6,0,32.543076923076924,65.08615384615385,4.190959252088424,3.044522437723423
2296-WOKKTE-DIJ,5,1.0,Male,50,Crafts,No,17,No,No,Unmarried,1,1.0,6,Own,35400.0,21,No,Yes,Disc,7,5,1512.3,Yes,28,23.25,222.4,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,20,Yes,No,No,Yes,No,80 to 200,1,0,1,444.8,0,7.942857142857143,15.885714285714286,2.8264679559166845,2.8903717578961645
5516-UBUEHQ-O7B,3,1.0,Male,63,Sales,No,10,No,No,Married,2,1.0,1,Own,40300.0,23,Yes,Yes,Mast,35,6,1720.6999999999998,Yes,65,81.15,1783.8,Yes,1,1704.05,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,20,No,Yes,No,No,Yes,40 to 79,0,0,1,5271.65,1,27.443076923076923,81.10230769230769,4.407966124374042,2.3978952727983707
7896-KFFAVT-76W,4,5.0,Male,79,Crafts,Yes,32,Yes,No,Unmarried,1,0.0,4,Own,7000.0,27,Yes,No,AMEX,35,8,3978.1,No,68,61.650000000000006,1410.85,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,24,Yes,No,No,No,Yes,0 to 20,1,0,1,2821.7,0,20.747794117647057,41.495588235294115,3.749400264313758,3.4965075614664802
2874-SMDULU-1HO,3,1.0,Female,61,Professional,No,13,No,No,Married,2,1.0,2,Own,24200.0,17,Yes,Yes,Disc,40,7,1216.3,Yes,72,93.9,2254.85,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,10,No,No,No,No,Yes,40 to 79,1,0,1,4509.7,0,31.31736111111111,62.63472222222222,4.153159268261579,2.6390573296152584
7281-VJURIT-SRK,1,1.0,Male,51,Service,No,17,No,No,Married,5,0.0,0,NoCar,0.0,20,No,No,Visa,33,8,1627.8,No,66,64.35,1332.25,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,18,No,No,No,No,Yes,20 to 39,0,0,1,2664.5,0,20.185606060606062,40.371212121212125,3.722585279565783,2.8903717578961645
7084-OCYHDH-LRO,5,3.0,Male,35,Sales,No,0,No,Yes,Married,5,1.0,2,Own,13400.0,27,Yes,No,Visa,2,10,4146.1,No,2,9.3,4.85,No,0,0.0,No,No,0.0,0.0,No,No,No,2,No,No,No,No,No,21,Yes,No,No,No,No,20 to 39,1,0,1,9.7,0,2.425,4.85,1.766441661243765,0.0
2320-VQPIQQ-GNI,5,4.0,Female,31,Sales,No,1,No,No,Unmarried,2,0.0,1,Own,10000.0,18,No,Yes,AMEX,3,12,3536.3999999999996,Yes,5,8.25,15.15,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,16,No,No,No,No,Yes,20 to 39,1,1,1,30.3,0,3.0300000000000002,6.0600000000000005,1.9544450515051508,0.6931471805599453
1426-IRWTBI-PKH,1,5.0,Female,44,Crafts,No,9,No,No,Married,3,1.0,2,Own,21100.0,30,No,No,Disc,26,12,3947.4,Yes,70,34.650000000000006,757.45,Yes,1,3069.45,Yes,Yes,37.25,2539.6,Yes,No,No,2,No,No,Yes,No,Yes,19,Yes,Yes,Yes,No,Yes,40 to 79,1,1,1,4584.349999999999,1,10.820714285714287,65.49071428571428,4.197062303110673,2.302585092994046
7230-DVRBWH-SZ0,1,4.0,Female,31,Sales,No,1,No,No,Married,4,1.0,6,Own,64000.0,44,No,No,Visa,13,15,3112.9,Yes,25,31.650000000000002,264.6,Yes,1,1710.7,Yes,Yes,110.35,2641.0,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,15,Yes,Yes,Yes,Yes,Yes,80 to 200,2,0,1,2239.9,1,10.584000000000001,89.596,4.506410061963914,0.6931471805599453
2487-LLEKYF-P0D,1,2.0,Female,63,Crafts,Yes,34,Yes,No,Unmarried,1,1.0,2,Own,19400.0,28,Yes,Yes,Mast,39,10,3360.1,No,72,106.35000000000001,2453.45,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,26,No,No,No,No,Yes,20 to 39,0,0,1,4906.9,0,34.075694444444444,68.15138888888889,4.236298143070146,3.5553480614894135
9487-AJXUQN-5NH,5,4.0,Female,52,Professional,No,16,No,No,Married,3,1.0,4,Lease,24500.0,26,No,No,Visa,6,11,1634.8,No,16,15.75,81.3,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,23,No,No,No,No,No,40 to 79,0,0,0,162.6,0,5.08125,10.1625,2.4125599462026175,2.833213344056216
5647-SWFORN-UGC,1,2.0,Male,39,Professional,No,6,No,No,Unmarried,1,0.0,2,Own,13500.0,24,No,Yes,AMEX,10,12,4783.5,No,25,23.85,186.3,Yes,1,1015.35,Yes,Yes,31.75,760.0,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,No,No,Yes,20 to 39,2,0,1,1387.95,1,7.452000000000001,55.518,4.0345591714860625,1.9459101490553132
5214-EMOQLI-MIU,5,3.0,Male,64,Professional,No,18,No,No,Unmarried,1,1.0,5,Own,25200.0,20,No,Yes,Mast,37,11,1521.6,No,67,74.55000000000001,1827.25,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,No,No,No,No,No,27,No,No,No,No,Yes,40 to 79,0,0,0,3654.5,0,27.27238805970149,54.54477611940298,4.017189472408999,2.9444389791664403
9255-ICUGTA-OH6,2,3.0,Male,35,Sales,Yes,1,No,Yes,Unmarried,1,1.0,1,Own,9300.0,23,No,Yes,Disc,13,9,1530.3999999999999,No,25,14.25,112.25,No,0,0.0,Yes,Yes,18.55,446.75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20,No,No,Yes,No,Yes,0 to 20,1,0,0,224.5,0,4.49,8.98,2.300583090323373,0.6931471805599453
8092-HQOERF-AHP,3,3.0,Female,22,Professional,No,0,No,No,Unmarried,3,0.0,3,Lease,9800.0,18,Yes,Yes,Visa,4,9,913.6,Yes,23,36.900000000000006,254.35,No,0,0.0,No,Yes,22.8,461.65,No,No,No,2,Yes,Yes,Yes,Yes,Yes,24,Yes,No,Yes,No,No,20 to 39,2,0,0,508.7,0,11.058695652173913,22.117391304347827,3.1405852045811433,0.0
4605-FVFZLW-MP8,5,5.0,Male,21,Professional,No,2,No,No,Unmarried,1,0.0,4,Own,11900.0,29,Yes,Yes,Disc,3,5,1057.3999999999999,No,15,27.900000000000002,126.3,No,0,0.0,No,No,0.0,0.0,No,No,No,Yes,No,No,No,No,No,25,Yes,Yes,Yes,No,No,0 to 20,0,0,0,252.6,0,8.42,16.84,2.8814431271518632,1.0986122886681098
4798-XIHEUW-NY0,4,1.0,Male,24,Sales,No,0,No,Yes,Married,4,1.0,3,Own,13800.0,21,Yes,Yes,Disc,6,14,4349.0,Yes,54,31.349999999999998,563.45,Yes,1,1925.3,Yes,No,0.0,0.0,No,Yes,Yes,3,Yes,Yes,No,Yes,Yes,22,Yes,Yes,Yes,No,Yes,20 to 39,2,0,1,3052.2,1,10.43425925925926,56.52222222222222,4.052171346571636,0.0
3324-QPKGNA-59G,1,1.0,Male,34,Professional,No,7,No,No,Unmarried,4,1.0,1,Own,15600.0,22,Yes,No,Disc,9,10,2425.2000000000003,Yes,16,15.600000000000001,80.1,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,No,Yes,Yes,Yes,No,13,No,Yes,No,No,No,40 to 79,1,0,1,160.2,0,5.00625,10.0125,2.399030991262298,2.0794415416798357
0267-TXVXFC-QBE,3,1.0,Male,61,Sales,No,3,No,No,Unmarried,1,1.0,3,Own,10600.0,21,No,No,AMEX,7,15,6637.799999999999,No,16,12.75,76.85,Yes,1,603.0,No,No,0.0,0.0,No,No,No,3,No,No,Yes,Yes,Yes,12,Yes,Yes,Yes,No,No,20 to 39,2,0,0,756.7,1,4.803125,47.29375,3.877302152699757,1.3862943611198906
9285-NQRIGC-6I9,1,2.0,Female,62,Crafts,Yes,15,No,No,Unmarried,1,0.0,3,Own,40700.0,26,No,No,Visa,7,10,3054.9,No,14,13.350000000000001,78.05,No,0,0.0,Yes,Yes,23.9,295.95,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,16,No,Yes,Yes,Yes,No,40 to 79,1,0,1,156.1,0,5.575,11.15,2.4973291697865574,2.772588722239781
6513-UJNIWN-O11,5,5.0,Male,68,Professional,Yes,10,No,No,Married,4,1.0,0,NoCar,0.0,32,No,Yes,Mast,33,7,1696.8000000000002,Yes,63,57.900000000000006,1228.85,Yes,1,2192.8,Yes,Yes,32.95,2098.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20,No,Yes,No,Yes,Yes,40 to 79,1,0,1,4650.5,1,19.505555555555553,73.81746031746032,4.315051284444673,2.3978952727983707
2413-MRKILA-6I1,2,1.0,Male,78,Sales,No,6,Yes,No,Married,2,0.0,2,Own,15300.0,20,Yes,No,Visa,39,14,5504.299999999999,No,72,243.14999999999998,5852.45,Yes,1,2995.7,Yes,Yes,51.55,3631.25,Yes,Yes,No,2,No,No,Yes,No,Yes,24,Yes,Yes,Yes,No,Yes,20 to 39,1,0,1,14700.599999999999,1,81.28402777777778,204.17499999999998,5.323863273515776,1.9459101490553132
8852-WPIPHR-QDD,5,5.0,Female,39,Professional,No,4,No,No,Married,3,1.0,4,Own,24100.0,33,No,No,Disc,18,14,5595.700000000001,Yes,36,19.5,198.1,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,Yes,No,Yes,Yes,No,15,No,No,No,No,Yes,40 to 79,1,1,1,396.2,0,5.502777777777777,11.005555555555555,2.4853695056166756,1.6094379124341003
8319-XZASXD-7S2,4,2.0,Male,40,Sales,No,1,No,Yes,Married,4,0.0,2,Own,20300.0,22,Yes,No,Disc,22,12,2623.7,No,53,55.800000000000004,994.35,Yes,1,1826.35,Yes,Yes,29.55,1558.35,Yes,Yes,No,3,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No,40 to 79,1,1,1,3815.0499999999997,1,18.76132075471698,71.98207547169811,4.290213869514558,0.6931471805599453
1862-HPKAOZ-82F,4,1.0,Female,51,Sales,No,4,No,Yes,Married,4,1.0,1,Own,13800.0,13,Yes,No,Mast,33,15,2448.5,Yes,69,85.65,1893.25,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,17,No,No,No,No,Yes,20 to 39,1,0,1,3786.5,0,27.43840579710145,54.8768115942029,4.023149474675756,1.6094379124341003
0257-JWKZZF-G0Y,5,5.0,Female,63,Crafts,No,40,Yes,No,Married,2,1.0,3,Lease,7500.0,40,No,No,Visa,27,2,645.4000000000001,No,54,22.5,388.95,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,No,No,No,No,No,26,No,No,No,No,Yes,0 to 20,0,0,0,777.9,0,7.2027777777777775,14.405555555555555,2.7347281947255677,3.713572066704308
6284-TQRXAR-KJP,4,3.0,Male,78,Sales,No,12,Yes,No,Unmarried,1,0.0,1,Own,5500.0,31,Yes,Yes,Visa,14,9,1573.0,Yes,27,51.75,501.35,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,22,No,No,No,No,No,0 to 20,0,1,1,1002.7,0,18.56851851851852,37.13703703703704,3.641185910658376,2.5649493574615367
4927-ETLYDE-I4V,1,1.0,Male,53,Agriculture,No,15,No,No,Married,4,1.0,0,NoCar,0.0,28,No,Yes,Mast,20,18,6155.4,No,46,33.3,534.2,No,0,0.0,Yes,No,0.0,0.0,No,Yes,Yes,Yes,No,No,No,Yes,No,14,Yes,No,No,No,Yes,40 to 79,2,0,0,1068.4,0,11.61304347826087,23.22608695652174,3.187430025976501,2.772588722239781
7709-XCRQNL-QFL,5,5.0,Female,52,Sales,No,11,No,No,Unmarried,1,1.0,2,Own,50500.0,33,Yes,Yes,Disc,34,11,1528.8999999999999,Yes,72,102.0,2464.35,Yes,1,2961.5,Yes,Yes,49.0,3418.0,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,22,Yes,No,Yes,Yes,Yes,80 to 200,2,1,1,7890.200000000001,1,34.22708333333333,109.58611111111112,4.705794503545477,2.4849066497880004
9327-NQZHKL-ZQC,2,4.0,Male,52,Service,No,18,No,No,Married,5,1.0,1,Own,31100.0,36,No,No,Othe,6,12,7267.7,Yes,9,14.549999999999999,41.55,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,Yes,No,No,No,16,No,No,Yes,No,Yes,40 to 79,0,0,0,83.1,0,4.616666666666666,9.233333333333333,2.325650365925042,2.9444389791664403
2987-WVITXQ-8ZF,3,3.0,Female,42,Service,No,13,No,No,Married,2,1.0,2,Own,50100.0,20,Yes,Yes,Disc,11,13,5953.9,Yes,16,16.65,88.75,No,0,0.0,No,No,0.0,0.0,Yes,No,No,No,No,No,No,Yes,No,14,No,Yes,Yes,No,No,80 to 200,1,0,0,177.5,0,5.546875,11.09375,2.4926887902300554,2.6390573296152584
5921-EFSYCL-UKM,2,1.0,Male,48,Professional,No,13,No,No,Unmarried,1,0.0,1,Own,52100.0,27,Yes,Yes,Visa,5,10,3613.6000000000004,Yes,18,17.549999999999997,119.55,No,0,0.0,No,No,0.0,0.0,No,No,No,3,No,No,No,Yes,No,18,Yes,Yes,Yes,No,No,80 to 200,0,0,1,239.1,0,6.641666666666667,13.283333333333333,2.659093356375679,2.6390573296152584
7268-PIGTZV-ZZY,1,2.0,Female,69,Service,No,27,Yes,No,Married,2,0.0,2,Own,7100.0,21,No,Yes,AMEX,29,9,2180.1,Yes,67,28.200000000000003,621.9,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,Yes,15,No,Yes,No,No,Yes,0 to 20,1,0,1,1243.8,0,9.282089552238805,18.56417910447761,2.9737002974336932,3.332204510175204
0733-OEAGXJ-D51,5,5.0,Female,51,Agriculture,No,22,No,No,Unmarried,1,0.0,1,Lease,20200.0,32,Yes,Yes,Disc,33,6,1841.1000000000001,Yes,68,95.69999999999999,2163.0,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,15,No,No,No,No,Yes,40 to 79,0,0,0,4326.0,0,31.808823529411764,63.61764705882353,4.168487547768449,3.1354942159291497
0349-TNFGFC-ZAA,2,1.0,Male,53,Sales,No,1,No,No,Married,5,1.0,1,Own,21500.0,15,No,Yes,Visa,11,11,2720.6,No,35,21.0,276.25,Yes,1,1315.95,No,No,0.0,0.0,Yes,No,No,4,No,No,No,No,Yes,19,Yes,Yes,Yes,No,No,40 to 79,1,0,1,1868.45,1,7.892857142857143,53.38428571428572,3.99607524658599,0.6931471805599453
1089-KBCLRM-XU9,1,4.0,Female,56,Professional,No,6,No,No,Married,4,0.0,2,Own,24700.0,28,Yes,Yes,AMEX,25,6,2386.6,No,36,22.049999999999997,276.0,Yes,1,1240.6,Yes,Yes,37.05,1338.15,Yes,Yes,No,3,No,No,Yes,Yes,Yes,19,Yes,No,Yes,No,Yes,40 to 79,2,1,1,1792.6,1,7.666666666666667,49.794444444444444,3.9277869872742164,1.9459101490553132
5121-NOTELI-Y7Y,1,5.0,Female,37,Professional,Yes,9,No,No,Unmarried,1,0.0,0,NoCar,0.0,37,No,Yes,Disc,19,10,2293.2,Yes,52,31.799999999999997,605.5,Yes,1,1758.0,No,No,0.0,0.0,Yes,No,Yes,3,Yes,Yes,Yes,Yes,No,16,Yes,Yes,Yes,No,No,80 to 200,1,0,0,2969.0,1,11.64423076923077,57.09615384615385,4.062099462805245,2.302585092994046
4871-LTQCLI-RTA,5,5.0,Male,18,Sales,No,0,No,No,Unmarried,1,1.0,0,NoCar,0.0,21,No,No,Mast,0,9,1427.8999999999999,Yes,2,21.6,20.9,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,Yes,No,No,13,No,No,Yes,No,No,20 to 39,1,0,1,41.8,0,10.45,20.9,3.086486636822455,0.0
0003-RLTRGE-IW2,1,1.0,Male,52,Professional,No,14,No,No,Unmarried,1,1.0,5,Own,43100.0,27,No,No,AMEX,15,6,4454.0,No,31,34.650000000000006,380.35,No,0,0.0,Yes,Yes,21.45,621.9,No,No,No,Yes,Yes,Yes,Yes,No,No,20,Yes,No,No,No,No,80 to 200,0,0,1,760.7,0,12.269354838709678,24.538709677419355,3.2401953276922417,2.70805020110221
0769-SEYBEV-38O,2,2.0,Male,21,Professional,Yes,1,No,No,Married,4,1.0,1,Own,9000.0,24,No,Yes,Mast,3,9,1255.5,Yes,18,15.450000000000001,82.8,No,0,0.0,No,No,0.0,0.0,No,No,No,No,Yes,Yes,No,Yes,No,18,No,Yes,No,No,No,20 to 39,1,0,1,165.6,0,4.6,9.2,2.322387720290225,0.6931471805599453
2595-GKBUAC-XWF,1,2.0,Female,64,Labor,No,29,No,No,Unmarried,1,1.0,3,Own,69200.0,21,No,Yes,Visa,25,8,3158.8,Yes,46,38.400000000000006,565.75,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,No,No,No,Yes,No,24,No,No,No,No,Yes,80 to 200,0,0,1,1131.5,0,12.298913043478262,24.597826086956523,3.2425074294014777,3.4011973816621555
3300-SCKHBH-UBF,2,4.0,Male,23,Labor,Yes,3,No,No,Unmarried,1,0.0,0,NoCar,0.0,30,No,No,AMEX,6,5,2075.5,No,10,21.450000000000003,72.8,No,0,0.0,Yes,Yes,32.4,258.1,No,Yes,Yes,3,Yes,Yes,Yes,Yes,No,23,Yes,Yes,Yes,No,No,20 to 39,1,0,1,145.6,0,7.279999999999999,14.559999999999999,2.7447035187502453,1.3862943611198906
0982-KNZQRH-84Z,3,1.0,Male,40,Professional,No,2,No,No,Married,4,0.0,2,Lease,22200.0,20,Yes,Yes,Disc,17,18,3732.9,Yes,46,18.75,299.05,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,14,No,No,No,No,Yes,20 to 39,1,0,1,598.1,0,6.501086956521739,13.002173913043478,2.63921259706375,1.0986122886681098
3914-QCIBKN-54B,5,4.0,Male,72,Service,No,32,No,No,Married,2,1.0,0,NoCar,0.0,30,Yes,Yes,Mast,39,11,8169.099999999999,Yes,72,195.14999999999998,4687.7,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,Yes,Yes,No,Yes,32,Yes,Yes,Yes,No,Yes,80 to 200,0,1,1,9375.4,0,65.10694444444444,130.21388888888887,4.8768287313407725,3.4965075614664802
6730-HNVDWC-0WE,3,1.0,Male,51,Service,No,15,No,No,Unmarried,1,0.0,1,Own,33300.0,21,No,No,Visa,12,7,1103.7,Yes,43,15.899999999999999,206.25,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,No,Yes,No,21,Yes,No,No,No,No,40 to 79,0,0,0,412.5,0,4.796511627906977,9.593023255813954,2.3601956010064504,2.772588722239781
8712-BMUXQO-1OV,3,4.0,Female,74,Sales,No,11,Yes,No,Unmarried,1,0.0,1,Own,5400.0,26,Yes,No,Visa,25,8,1077.3999999999999,No,41,27.900000000000002,365.4,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,16,No,No,No,No,No,0 to 20,0,0,1,730.8,0,8.91219512195122,17.82439024390244,2.9351533823992106,2.4849066497880004
8786-EBXLMS-GTI,5,4.0,Female,73,Professional,No,18,No,No,Unmarried,1,1.0,3,Own,79000.0,23,Yes,Yes,AMEX,14,7,3660.6,No,34,38.7,464.4,Yes,1,1388.4,Yes,Yes,38.35,1224.05,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,80 to 200,2,0,0,2317.2000000000003,1,13.658823529411764,68.15294117647059,4.236320590488546,2.9444389791664403
3491-OKPJLS-IP6,3,5.0,Female,26,Service,No,3,No,Yes,Married,3,0.0,1,Own,19200.0,29,Yes,No,Disc,8,12,4929.4,Yes,37,25.799999999999997,293.15,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,No,Yes,No,21,No,No,No,No,No,20 to 39,1,0,1,586.3,0,7.922972972972972,15.845945945945944,2.8241100311705805,1.3862943611198906
1581-ZCJWIG-F7G,3,2.0,Female,38,Service,No,10,No,No,Married,4,0.0,0,NoCar,0.0,21,No,Yes,Othe,20,13,2995.0,Yes,64,60.0,1308.65,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,22,No,No,Yes,No,Yes,20 to 39,1,0,1,2617.3,0,20.44765625,40.8953125,3.735173947161431,2.3978952727983707
0538-YBYBTV-M73,3,2.0,Female,25,Sales,Yes,0,No,Yes,Married,6,1.0,4,Own,25500.0,28,No,Yes,Disc,8,5,915.9000000000001,Yes,26,22.65,196.5,Yes,1,1295.35,Yes,Yes,57.6,1433.1,Yes,Yes,Yes,2,No,Yes,No,Yes,Yes,16,Yes,Yes,Yes,Yes,Yes,40 to 79,2,0,1,1688.35,1,7.5576923076923075,64.93653846153846,4.188692740990234,0.0
2790-WKBKUI-SYH,5,5.0,Female,26,Service,No,4,No,No,Married,3,1.0,3,Own,10000.0,30,Yes,No,Visa,6,10,2002.8,Yes,28,21.15,224.45,No,0,0.0,No,No,0.0,0.0,No,No,No,3,No,Yes,No,No,Yes,26,Yes,Yes,Yes,No,No,0 to 20,1,0,0,448.9,0,8.016071428571427,16.032142857142855,2.8351023151289745,1.6094379124341003
2197-RKAIUP-8RK,5,5.0,Male,22,Labor,No,0,No,Yes,Unmarried,1,1.0,2,Lease,24700.0,48,No,No,Visa,4,10,3132.9,No,25,17.25,161.95,Yes,1,1056.2,Yes,Yes,34.55,757.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,21,No,Yes,Yes,No,No,40 to 79,1,0,0,1380.1000000000001,1,6.478,55.20400000000001,4.028987928744094,0.0
1791-IFXSVM-OM7,5,2.0,Female,70,Sales,No,10,Yes,No,Unmarried,1,1.0,2,Own,3900.0,31,Yes,No,Othe,16,5,529.0999999999999,No,48,36.45,619.35,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,No,No,No,No,No,0,No,No,No,No,No,0 to 20,1,0,1,1238.7,0,12.903125000000001,25.806250000000002,3.2886350692830537,2.3978952727983707
0107-IFJBTR-1JZ,3,1.0,Male,44,Crafts,Yes,19,No,No,Unmarried,1,0.0,0,NoCar,0.0,32,Yes,Yes,Mast,21,11,1436.2,No,52,48.0,822.8,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,No,Yes,No,No,Yes,14,No,Yes,No,No,Yes,80 to 200,2,1,0,1645.6,0,15.823076923076922,31.646153846153844,3.4857270492782915,2.995732273553991
8742-LWTONK-ER7,5,3.0,Male,57,Sales,No,11,No,No,Married,4,1.0,1,Own,25400.0,27,Yes,Yes,Othe,8,7,1188.5,Yes,27,11.100000000000001,92.45,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,21,No,No,Yes,Yes,No,40 to 79,0,0,1,184.9,0,3.424074074074074,6.848148148148148,2.0602775992699245,2.4849066497880004
7285-QIPKCQ-GAJ,3,3.0,Male,29,Labor,No,2,No,No,Married,6,1.0,2,Own,76700.0,19,No,Yes,AMEX,4,18,31046.300000000003,No,7,14.399999999999999,29.25,Yes,1,342.25,Yes,Yes,62.0,365.9,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,Yes,Yes,No,80 to 200,2,0,0,400.75,1,4.178571428571429,57.25,4.06474409244581,1.0986122886681098
3948-QYMTYJ-AWC,2,5.0,Male,29,Service,No,3,No,Yes,Unmarried,1,1.0,0,NoCar,0.0,36,No,Yes,Mast,2,9,1749.1999999999998,Yes,3,10.350000000000001,11.85,Yes,1,71.15,Yes,Yes,26.55,59.4,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,31,Yes,Yes,Yes,Yes,No,20 to 39,1,0,0,94.85,1,3.9499999999999997,31.616666666666664,3.4848234051739753,1.3862943611198906
